date,location,short_name,long_name,census2019,date_type,doses_distributed,doses_administered,dist_per_100k,admin_per_100k,administered_moderna,administered_pfizer,administered_janssen,administered_unk_manuf,administered_dose1_recip,administered_dose1_pop_pct,administered_dose2_pop_pct,administered_dose1_recip_18plus,administered_dose1_recip_18plus_pop_pct,administered_18plus,admin_per_100k_18plus,distributed_per_100k_18plus,administered_dose1_recip_65plus,administered_dose1_recip_65plus_pop_pct,administered_65plus,admin_per_100k_65plus,distributed_per_100k_65plus,administered_dose2_recip,administered_dose2_recip_18plus,administered_dose2_recip_18plus_pop_pct,distributed_moderna,distributed_pfizer,distributed_janssen,distributed_unk_manuf,series_complete_moderna,series_complete_pfizer,series_complete_janssen,series_complete_unk_manuf,series_complete_moderna_18plus,series_complete_pfizer_18plus,series_complete_janssen_18plus,series_complete_unk_manuf_18plus,series_complete_moderna_65plus,series_complete_pfizer_65plus,series_complete_janssen_65plus,series_complete_unk_manuf_65plus,series_complete_yes,series_complete_pop_pct,series_complete_18plus,series_complete_18plus_pop_pct,series_complete_65plus,series_complete_65plus_pop_pct,administered_fed_ltc,administered_fed_ltc_dose1,administered_fed_ltc_dose2,series_complete_fed_ltc,skipped,skip_n
2021-04-02,FM,FMA,Federated States of Micronesia,103643,Report,63000,25176,60786,24291,25176,0,0,0,15567,15,9.3,15554,19.2,25163,31126,77930,1451,8.2,2454,13928,357569,9669,9669,12,61600,0,1400,0,9650,19,1,0,9650,19,1,0,1028,4,0,0,9670,9.3,9670,12,1032,5.9,NA,NA,NA,NA,No,0
2021-04-02,GA,GAA,Georgia,10617423,Report,6181185,4055515,58217,38197,2032859,1945892,76501,263,2659950,25.1,12.1,2645510,32.6,4040345,49798,76184,1053350,69.4,1887159,124404,407473,1285471,1284802,15.8,2881600,3069885,229700,0,686926,598375,74152,170,686846,597786,74021,170,446105,319434,9730,105,1359623,12.8,1358823,16.7,775374,51.1,NA,NA,NA,NA,No,0
2021-04-02,GU,GUA,Guam,165768,Report,129900,90114,78363,54362,40084,49712,318,0,57175,34.5,19.4,56291,43.5,89208,68994,100465,12566,44.6,22805,80923,460949,32155,32135,24.9,53200,74100,2600,0,16216,15939,317,0,16214,15921,317,0,4442,5621,41,0,32472,19.6,32452,25.1,10104,35.9,NA,NA,NA,NA,No,0
2021-04-02,HI,HIA,Hawaii,1415872,Report,1005040,732136,70984,51709,263238,364830,10308,93760,461922,32.6,19.4,459720,41.2,730166,65427,90057,169984,63.3,274734,102342,374389,274211,273836,24.5,422500,548340,34200,0,103218,152954,10478,18039,103165,152649,10458,18022,47903,57211,2990,1409,284689,20.1,284294,25.5,109513,40.8,NA,NA,NA,NA,No,0
2021-04-02,IA,IAA,Iowa,3155070,Report,1915125,1605295,60700,50880,819139,744214,41823,119,1009116,32,18.9,1006012,41.4,1601251,65943,78869,441370,79.8,783466,141687,346344,594838,593844,24.5,895300,946725,73100,0,319726,275083,41972,29,319712,274103,41960,29,179687,161147,3392,22,636810,20.2,635804,26.2,344248,62.3,NA,NA,NA,NA,No,0
2021-04-02,ID,IDA,Idaho,1787065,Report,1017485,782576,56936,43791,373164,392449,16700,263,477729,26.7,16.3,477689,35.7,782546,58449,75996,208545,71.7,375654,129237,350048,291076,291064,21.7,478100,499785,39600,0,143725,147296,16473,55,143723,147286,16467,55,77254,86667,4601,30,307549,17.2,307531,23,168552,58,NA,NA,NA,NA,No,0
2021-04-02,IH2,IH2,Indian Health Svc,2082813,Report,1527915,995251,73358,47784,558589,426623,10039,0,617453,29.6,17.8,606136,0,978892,0,0,136109,0,237648,0,0,370764,365783,0,860700,623415,43800,0,201203,169561,9916,0,201108,164675,9904,0,56257,42353,1081,0,380680,18.3,375687,0,99691,0,NA,NA,NA,NA,No,0
2021-04-02,IL,ILA,Illinois,12671821,Report,7975455,6192219,62939,48866,2869993,3183748,135666,2812,4108995,32.4,16.2,4091867,41.5,6171366,62628,80937,1537436,75.2,2473223,121045,390335,2050682,2047018,20.8,3586000,4046055,343400,0,978608,1071139,133546,935,978251,1067833,133256,934,457041,481436,27350,614,2184228,17.2,2180274,22.1,966441,47.3,NA,NA,NA,NA,No,0
2021-04-02,IN,INA,Indiana,6732219,Report,3616140,2903944,53714,43135,1299814,1538296,61368,4466,1771372,26.3,16.5,1769621,34.3,2901740,56189,70023,794764,73.2,1485440,136813,333057,1112946,1112475,21.5,1671200,1776840,168100,0,506930,604490,61678,1526,506894,604055,61661,1526,351410,317751,8433,1094,1174624,17.4,1174136,22.7,678688,62.5,NA,NA,NA,NA,No,0
2021-04-02,KS,KSA,Kansas,2913314,Report,1877275,1367364,64438,46935,687882,651798,27419,265,928566,31.9,16.9,924386,41.8,1362792,61579,84827,380345,80,613691,129066,394811,491218,490357,22.2,900900,905775,70600,0,255736,235370,28129,112,255713,234532,28118,112,129851,125954,6060,73,519347,17.8,518475,23.4,261938,55.1,NA,NA,NA,NA,No,0
2021-04-02,KY,KYA,Kentucky,4467673,Report,2683265,2192380,60060,49072,1034394,1106882,50935,169,1430282,32,17.4,1424755,41.1,2185353,63073,77444,549563,73.2,905803,120683,357500,778567,777732,22.4,1249400,1327365,106500,0,373455,404990,48727,122,373434,404176,48701,122,169246,203978,14486,80,827294,18.5,826433,23.9,387790,51.7,NA,NA,NA,NA,No,0
2021-04-02,LA,LAA,Louisiana,4648794,Report,2889690,2047718,62160,44048,919022,1068737,59139,820,1259048,27.1,16.1,1254544,35.2,2042812,57364,81145,521538,70.4,962031,129825,389960,748044,747727,21,1334700,1443390,111600,0,313532,434143,57198,369,313504,433855,57167,368,191081,229267,12092,78,805242,17.3,804894,22.6,432518,58.4,NA,NA,NA,NA,No,0
2021-04-02,MA,MAA,Massachusetts,6892503,Report,4461100,3771380,64724,54717,1818234,1861239,91843,64,2458457,35.7,18.6,2448398,44.2,3758935,67854,80530,972806,83.2,1603916,137165,381508,1285039,1282462,23.2,2064100,2226900,170100,0,637550,647479,91972,10,637387,645065,91887,10,297036,334016,40701,6,1377011,20,1374349,24.8,671759,57.4,NA,NA,NA,NA,No,0
2021-04-02,MD,MDA,Maryland,6045680,Report,3769640,2961306,62353,48982,1398501,1477179,83839,1787,1967910,32.6,17.1,1960832,41.6,2952861,62680,80018,731086,76.2,1184549,123468,392918,1032694,1031409,21.9,1717900,1909440,142300,0,503623,528573,82482,498,503571,527340,82454,498,237115,233895,27506,236,1115176,18.4,1113863,23.6,498752,52,NA,NA,NA,NA,No,0
2021-04-02,ME,MEA,Maine,1344212,Report,882840,735876,65677,54744,351358,360274,24183,61,483563,36,19.3,483019,44.1,735264,67125,80597,239410,83.9,397632,139390,309481,259102,258885,23.6,425600,419640,37600,0,126158,132925,24283,19,126134,132732,24273,19,72300,88176,11431,7,283385,21.1,283158,25.9,171914,60.3,NA,NA,NA,NA,No,0
2021-04-02,MH,MHA,Marshall Islands,58413,Report,35800,20923,61288,35819,20923,0,0,0,12621,21.6,14.1,12589,27.6,20887,45843,78574,838,8.4,1422,14320,360524,8251,8245,18.1,35000,0,800,0,8249,2,2,0,8243,2,2,0,582,0,2,0,8253,14.1,8247,18.1,584,5.9,NA,NA,NA,NA,No,0
2021-04-02,MI,MIA,Michigan,9986857,Report,5973350,4619345,59812,46254,2158179,2361244,99922,0,2978177,29.8,16.9,2969518,37.9,4609914,58778,76162,1265318,71.7,2183275,123670,338357,1683867,1682872,21.5,2747500,2981550,244300,0,761094,922693,101123,80,761009,921783,101075,80,458287,484659,26055,66,1784990,17.9,1783947,22.7,969067,54.9,NA,NA,NA,NA,No,0
2021-04-02,MN,MNA,Minnesota,5639632,Report,3322280,2867187,58910,50840,1323063,1468428,75498,198,1839310,32.6,18.5,1832513,42.3,2859373,65938,76612,759663,82.5,1308818,142204,360968,1043773,1042678,24,1536000,1650480,135800,0,479213,564512,76554,48,479165,563465,76522,48,240331,325730,32142,19,1120327,19.9,1119200,25.8,598222,65,NA,NA,NA,NA,No,0
2021-04-02,MO,MOA,Missouri,6137428,Report,3750155,2668283,61103,43476,1116119,1493090,58753,321,1645775,26.8,15.3,1642460,34.5,2663888,55884,78672,719252,67.7,1254789,118149,353110,937748,937004,19.7,1680100,1920555,149500,0,391116,546592,59765,40,391066,545899,59725,39,231362,265547,16549,18,997513,16.3,996729,20.9,513476,48.3,NA,NA,NA,NA,No,0
2021-04-02,MP,MPA,Northern Mariana Islands,56882,Report,61310,28918,107785,50839,3862,25022,34,0,16759,29.5,21.3,16625,37.5,28771,64846,138185,2264,23.4,4319,44664,634023,12143,12130,27.3,17800,42510,1000,0,1552,10591,35,0,1552,10578,35,0,301,1752,31,0,12178,21.4,12165,27.4,2084,21.6,NA,NA,NA,NA,No,0
2021-04-02,MS,MSA,Mississippi,2976149,Report,1806235,1189395,60690,39964,598026,561172,29466,731,748540,25.2,14.8,746392,32.8,1187028,52118,79305,320935,65.9,546282,112244,371124,440996,440794,19.4,876700,856635,72900,0,224468,216515,28785,13,224443,216338,28767,13,125154,105508,8371,4,469781,15.8,469561,20.6,239037,49.1,NA,NA,NA,NA,No,0
2021-04-02,MT,MTA,Montana,1068778,Report,703075,545186,65783,51010,277682,256522,10850,132,340388,31.8,19.1,338601,40.3,542872,64613,83680,148753,72.1,257086,124535,340576,204596,204086,24.3,349800,324675,28600,0,105955,98601,10793,40,105932,98114,10787,40,54719,54924,3154,23,215389,20.2,214873,25.6,112820,54.7,NA,NA,NA,NA,No,0
2021-04-02,NC,NCA,North Carolina,10488084,Report,6520570,4862483,62171,46362,2091570,2642803,127781,329,3120714,29.8,16,3103203,37.9,4842990,59152,79642,1264123,72.2,2317049,132320,372371,1679497,1677552,20.5,2885500,3378570,256500,0,708002,971469,125768,26,707829,969697,125504,26,477302,529877,17391,20,1805265,17.2,1803056,22,1024590,58.5,NA,NA,NA,NA,No,0
2021-04-02,ND,NDA,North Dakota,762062,Report,490330,433534,64343,56890,198530,223015,11989,0,256513,33.7,20.2,254905,43.8,431429,74143,84265,92932,77.5,176118,146955,409137,154139,153781,26.4,236600,236730,17000,0,73447,80692,10545,0,73423,80358,10529,0,37889,37464,1668,0,164684,21.6,164310,28.2,77021,64.3,NA,NA,NA,NA,No,0
2021-04-02,NE,NEA,Nebraska,1934408,Report,1224190,991673,63285,51265,456011,507710,26059,1893,627449,32.4,18.5,625337,42.9,989090,67823,83944,247940,79.4,451785,144591,391793,357813,357324,24.5,550400,624390,49400,0,170471,186820,26712,522,170437,186365,26705,522,93039,105547,2132,407,384525,19.9,384029,26.3,201125,64.4,NA,NA,NA,NA,No,0
2021-04-02,NH,NHA,New Hampshire,1359711,Report,828725,721042,60949,53029,351702,353736,15577,27,509351,37.5,17.3,419011,37.9,628386,56895,75035,211516,83.3,327370,128955,326444,235869,234329,21.2,393400,400725,34600,0,132100,103763,16433,6,131508,102815,15969,6,65638,60812,8801,3,252302,18.6,250298,22.7,135254,53.3,NA,NA,NA,NA,No,0
2021-04-02,NJ,NJA,New Jersey,8882190,Report,5450855,4655258,61368,52411,2213366,2333655,107762,475,3103304,34.9,19,3087183,44.5,4634299,66742,78502,1083125,73.4,1746912,118392,369416,1688565,1683664,24.2,2471800,2762955,216100,0,806725,881830,108138,10,806620,877034,108106,10,336195,368644,30805,6,1796703,20.2,1791770,25.8,735650,49.9,NA,NA,NA,NA,No,0
2021-04-02,NM,NMA,New Mexico,2096829,Report,1506255,1312410,71835,62590,587362,697787,25619,1642,828199,39.5,23.6,820399,50.6,1302092,80327,92922,289556,76.7,477529,126462,398896,494464,490286,30.2,668600,777855,59800,0,209016,285012,24875,436,208920,280930,24830,436,89283,104046,8710,258,519339,24.8,515116,31.8,202297,53.6,NA,NA,NA,NA,No,0
2021-04-02,NV,NVA,Nevada,3080156,Report,1762150,1399135,57210,45424,613423,753768,31944,0,883760,28.7,15.7,881855,36.9,1396861,58507,73807,347561,70.1,611476,123288,355292,483044,482711,20.2,809400,883350,69400,0,214660,268382,31559,2,214638,268071,31556,2,116765,130967,8897,1,514603,16.7,514267,21.5,256630,51.7,NA,NA,NA,NA,No,0
2021-04-02,NY,NYA,New York State,19453561,Report,12458595,9914326,64043,50964,4551163,5127903,233888,1372,6285658,32.3,17.9,6266622,40.6,9889115,64110,80767,2246227,68.1,3765894,114251,377975,3483233,3476956,22.5,5623900,6368895,465800,0,1600122,1882852,231281,259,1599900,1876797,231218,259,738539,776220,65902,164,3714514,19.1,3708174,24,1580825,48,NA,NA,NA,NA,No,0
2021-04-02,OH,OHA,Ohio,11689100,Report,7260405,5531731,62113,47324,2592601,2776776,157726,4628,3544121,30.3,16.4,3532256,38.8,5517799,60561,79688,1490006,72.8,2645441,129278,354803,1911506,1909703,21,3242300,3732105,286000,0,943926,966299,154664,1281,943871,964555,154625,1277,524454,599038,42523,853,2066170,17.7,2064328,22.7,1166868,57,NA,NA,NA,NA,No,0
2021-04-02,OK,OKA,Oklahoma,3956971,Report,2776475,2021155,70167,51078,935207,1049009,36927,12,1268778,32.1,18.1,1259034,41.9,2009221,66869,92403,474704,74.7,838123,131960,437149,716803,714971,23.8,1311800,1365975,98700,0,325200,391602,36651,1,325152,389818,36636,1,189024,165940,7668,0,753454,19,751607,25,362632,57.1,NA,NA,NA,NA,No,0
2021-04-02,OR,ORA,Oregon,4217737,Report,2524155,1941147,59846,46023,912804,983009,44171,1163,1242974,29.5,16.5,1238070,36.9,1934274,57719,75321,557451,72.8,851073,111095,329490,695406,693443,20.7,1174400,1245855,103900,0,330333,364871,43947,202,330139,363102,43910,202,135930,163833,24913,102,739353,17.5,737353,22,324778,42.4,NA,NA,NA,NA,No,0
2021-04-02,PA,PAA,Pennsylvania,12801989,Report,7898745,6384592,61699,49872,2948476,3298347,137619,150,4283487,33.5,16.5,4271637,42,6369163,62643,77687,1847336,77.2,2875202,120132,330027,2115023,2111111,20.8,3652100,3952845,293800,0,973765,1141133,140269,125,973551,1137436,140204,124,493976,528485,20022,74,2255292,17.6,2251315,22.1,1042557,43.6,NA,NA,NA,NA,No,0
2021-04-02,PR,PRA,Puerto Rico,3193694,Report,2086370,1148177,65328,35951,463771,659796,24355,255,746318,23.4,12.8,745571,28.4,1147322,43775,79603,320562,59,514263,94720,384281,408973,408827,15.6,965100,1050270,71000,0,163241,245724,24434,8,163220,245599,24415,8,89045,108262,5262,1,433407,13.6,433242,16.5,202570,37.3,NA,NA,NA,NA,No,0
2021-04-02,RI,RIA,Rhode Island,1059361,Report,681825,583711,64362,55100,277295,292478,13936,2,360199,34,20.9,359472,42.1,582795,68174,79758,157405,84.2,279982,149686,364523,221822,221625,25.9,313600,342225,26000,0,111531,110288,13841,3,111527,110095,13840,3,56587,65959,2435,2,235663,22.2,235465,27.5,124983,66.8,NA,NA,NA,NA,No,0
2021-04-02,RP,RPA,Republic of Palau,17907,Report,15000,13429,83766,74993,13237,1,191,0,8456,47.2,28.5,8456,60.5,13429,96148,107396,1454,47.8,2678,87976,492773,5108,5108,36.6,14600,0,400,0,5094,14,191,0,5094,14,191,0,1251,8,87,0,5299,29.6,5299,37.9,1346,44.2,NA,NA,NA,NA,No,0
2021-04-02,SC,SCA,South Carolina,5148714,Report,3016265,2243230,58583,43569,870595,1317848,53762,1025,1458179,28.3,14.8,1453449,36,2237836,55426,74706,696338,74.3,1211861,129331,321899,762385,761813,18.9,1323800,1565265,127200,0,277055,485126,52297,204,277013,484596,52245,204,211466,301201,10748,139,814682,15.8,814058,20.2,523554,55.9,NA,NA,NA,NA,No,0
2021-04-02,SD,SDA,South Dakota,884659,Report,643385,515412,72727,58261,250656,255286,9457,13,318660,36,22.4,317120,47.5,513391,76906,96379,128272,84.5,232618,153168,423639,198015,197542,29.6,313400,304785,25200,0,98007,100003,9433,5,97993,99544,9430,5,54388,51814,1350,2,207448,23.4,206972,31,107554,70.8,NA,NA,NA,NA,No,0
2021-04-02,TN,TNA,Tennessee,6829174,Report,4086740,2789616,59842,40849,1290296,1436786,59204,3330,1789034,26.2,13.8,1783471,33.5,2783526,52331,76831,766429,67,1336192,116862,357422,940350,939900,17.7,1898700,2026440,161600,0,437012,502422,58747,916,436987,501998,58671,915,278384,263409,11215,620,999097,14.6,998571,18.8,553628,48.4,NA,NA,NA,NA,No,0
2021-04-02,TX,TXA,Texas,28995881,Report,16771515,12318117,57841,42482,5644550,6363230,309732,605,7834308,27,13.9,7789345,36.1,12249132,56719,77660,2597074,69.5,4405225,117969,449129,4037061,4013892,18.6,7433100,8583315,755100,0,1891801,2144328,303298,461,1880943,2132021,301557,458,849797,963232,136241,207,4339888,15,4314981,20,1949478,52.2,NA,NA,NA,NA,No,0
2021-04-02,UT,UTA,Utah,3205958,Report,1712840,1381245,53427,43084,636436,711412,33397,0,849980,26.5,10.9,843903,37.1,1373755,60391,75297,283996,77.6,508831,139074,468153,348408,347454,15.3,810700,833040,69100,0,163849,184559,31640,0,163789,183665,31613,0,64999,91366,6327,0,380048,11.9,379067,16.7,162692,44.5,NA,NA,NA,NA,No,0
2021-04-02,VA,VAA,Virginia,8535519,Report,5071805,4252753,59420,49824,1919310,2233976,98562,905,2796842,32.8,16.8,2782798,41.7,4235938,63463,75986,1023677,75.3,1696133,124816,373227,1435336,1432702,21.5,2301900,2569905,200000,0,661234,773824,98428,278,660944,771480,98266,278,320201,348164,33672,199,1533764,18,1530968,22.9,702236,51.7,NA,NA,NA,NA,No,0
2021-04-02,VA2,VA2,Veterans Health,0,Report,4807085,4020905,0,0,2140675,1813488,66740,2,2361187,0,0,2361073,0,4020732,0,0,1350291,0,2468361,0,0,1657942,1657884,0,2460000,2211885,135200,0,885033,772908,66711,1,885013,772870,66706,1,633256,484390,24480,1,1724653,0,1724590,0,1142127,0,NA,NA,NA,NA,No,0
2021-04-02,VI,VIA,Virgin Islands,104680,Report,57260,43323,54700,41386,16694,26505,124,0,25870,24.7,14.9,25655,31.4,42977,52636,70129,9112,51.2,15324,86109,321758,15576,15483,19,20100,36660,500,0,6593,8983,128,0,6588,8895,128,0,3070,3009,69,0,15704,15,15611,19.1,6148,34.5,NA,NA,NA,NA,No,0
2021-04-02,VT,VTA,Vermont,623989,Report,439750,341568,70474,54739,163971,170646,6708,243,216254,34.7,18.9,215465,42.2,340757,66817,86228,110456,88.3,183200,146514,351690,117864,117711,23.1,206400,216450,16900,0,56406,61392,6399,66,56394,61251,6395,66,29446,38740,124,43,124263,19.9,124106,24.3,68353,54.7,NA,NA,NA,NA,No,0
2021-04-02,WA,WAA,Washington,7614893,Report,4693200,3745391,61632,49185,1709870,1951931,80914,2676,2358001,31,17.9,2349075,39.5,3734635,62748,78853,961253,79.5,1700537,140572,387957,1362437,1360643,22.9,2153200,2351700,188300,0,637561,724358,80963,518,637490,722635,80943,518,348131,375916,26537,376,1443400,19,1441586,24.2,750960,62.1,NA,NA,NA,NA,No,0
2021-04-02,WI,WIA,Wisconsin,5822434,Report,3449245,3049407,59241,52373,1372385,1607581,69197,244,1938854,33.3,18.5,1930339,42.4,3039339,66713,75710,824485,81.1,1491532,146625,339078,1077392,1076121,23.6,1603100,1706445,139700,0,481991,595332,66843,69,481957,594095,66806,69,312768,328477,7852,37,1144235,19.7,1142927,25.1,649134,63.8,NA,NA,NA,NA,No,0
2021-04-02,WV,WVA,West Virginia,1792147,Report,1171365,925146,65361,51622,452793,462397,9956,0,557107,31.1,19.9,552688,38.6,920243,64237,81766,245444,66.9,444087,121001,319163,356738,356331,24.9,573700,551265,46400,0,167400,189310,10452,28,167335,188968,10437,28,96611,98376,1988,17,367190,20.5,366768,25.6,196992,53.7,NA,NA,NA,NA,No,0
2021-04-02,WY,WYA,Wyoming,578759,Report,394525,270599,68167,46755,134739,129378,6378,104,161277,27.9,17.9,160735,36.1,269922,60653,88652,68272,68.8,125546,126585,397791,103421,103288,23.2,197800,182325,14400,0,51851,51547,5774,23,51847,51418,5773,23,29690,27022,977,13,109195,18.9,109061,24.5,57702,58.2,NA,NA,NA,NA,No,0
2021-04-02,LTC,LTC,Long Term Care,NA,NA,NA,7735342,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,No,0
2021-04-01,US,USA,United States,331996199,Report,200496635,153631404,60391,46275,71338865,78717917,3429880,144742,99565311,30,15.9,99088138,38.4,153058209,59295,77673,40337888,73.7,68517201,125267,366559,52683492,52589471,20.4,92258600,100341735,7896300,0,24539361,28110802,3406533,32918,24523950,28032223,3401586,32888,13406670,14143776,898486,11833,56089614,16.9,55990648,21.7,28460765,52,NA,NA,NA,NA,NA,NA
2021-04-01,AK,AKA,Alaska,731545,Report,615825,411529,84181,56255,187560,218086,5827,56,250378,34.2,21.8,246157,44.6,405536,73525,111651,66399,72.5,119391,130357,672386,159632,157865,28.6,281500,311025,23300,0,71943,87679,5693,10,71863,85992,5665,10,32313,22276,634,4,165325,22.6,163530,29.6,55227,60.3,NA,NA,NA,NA,NA,NA
2021-04-01,AL,ALA,Alabama,4903185,Report,2839540,1771979,57912,36139,876672,853326,41981,0,1184284,24.2,12.9,1182292,31,1769781,46392,74433,543725,64,873963,102839,334128,630815,630551,16.5,1369500,1359540,110500,0,314533,316247,42958,35,314503,316013,42947,35,189317,158576,15688,24,673773,13.7,673498,17.7,363605,42.8,NA,NA,NA,NA,NA,NA
