runid,date,location,short_name,long_name,census2019,date_type,doses_distributed,doses_administered,dist_per_100k,admin_per_100k,administered_moderna,administered_pfizer,administered_janssen,administered_unk_manuf,administered_dose1_recip,administered_dose1_pop_pct,administered_dose2_pop_pct,administered_dose1_recip_18plus,administered_dose1_recip_18plus_pop_pct,administered_18plus,admin_per_100k_18plus,distributed_per_100k_18plus,administered_dose1_recip_65plus,administered_dose1_recip_65plus_pop_pct,administered_65plus,admin_per_100k_65plus,distributed_per_100k_65plus,administered_dose2_recip,administered_dose2_recip_18plus,administered_dose2_recip_18plus_pop_pct,distributed_moderna,distributed_pfizer,distributed_janssen,distributed_unk_manuf,series_complete_moderna,series_complete_pfizer,series_complete_janssen,series_complete_unk_manuf,series_complete_moderna_18plus,series_complete_pfizer_18plus,series_complete_janssen_18plus,series_complete_unk_manuf_18plus,series_complete_moderna_65plus,series_complete_pfizer_65plus,series_complete_janssen_65plus,series_complete_unk_manuf_65plus,series_complete_yes,series_complete_pop_pct,series_complete_18plus,series_complete_18plus_pop_pct,series_complete_65plus,series_complete_65plus_pop_pct,administered_fed_ltc,administered_fed_ltc_dose1,administered_fed_ltc_dose2,series_complete_fed_ltc,administered_dose1,administered_dose1_per_100k,administered_dose2,administered_dose2_per_100k,recip_administered,census2019_18plus_pop,mmwr_week,ratio_admin_dist,administered_dose_other,administered_dose_other_per_100k,skipped,skip_n
1946,2021-05-06,ID,IDA,Idaho,1787065,Report,1470715,1116681,82298,62487,496106,587836,32197,542,620577,34.7,26.7,620455,46.3,1116639,83402,109848,223593,76.9,427270,146995,505974,476550,476518,35.6,630520,748995,91200,0,216965,259425,32032,160,216960,259398,32022,160,96227,101821,6908,70,508582,28.5,508540,38,205026,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,IH2,IH2,Indian Health Svc,2082813,Report,1687115,1276492,81002,61287,716492,539785,20215,0,726227,34.9,26.1,707899,0,1246383,0,0,145906,0,264671,0,0,542651,530944,0,908100,705315,73700,0,305394,237257,20056,0,305220,225724,20025,0,67843,47915,2126,0,562707,27,550969,0,117884,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,IL,ILA,Illinois,12671821,Report,12645065,9859955,99789,77810,4181870,5351511,320948,5626,6073821,47.9,29.8,5961680,60.5,9723137,98673,128325,1733253,84.8,3047089,149131,618876,3776438,3747304,38,5190760,6684405,769900,0,1644851,2129682,321438,1905,1643130,2102276,320102,1898,633585,674726,48621,1154,4097876,32.3,4067406,41.3,1358086,66.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,IN,INA,Indiana,6732219,Report,5676850,4360742,84324,64774,1810032,2401180,140526,9004,2501046,37.2,26.8,2470234,47.8,4317748,83609,109926,855213,78.8,1656388,152558,522854,1802102,1793187,34.7,2321160,2987790,367900,0,771944,1027210,138875,2948,771867,1018374,138795,2946,396573,376122,16917,1881,1940977,28.8,1931982,37.4,791493,72.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,KS,KSA,Kansas,2913314,Report,2788595,2085350,95719,71580,960909,1063325,60570,546,1260478,43.3,31.2,1244058,56.2,2063734,93252,126006,420502,88.4,740408,155716,586471,909343,901175,40.7,1244660,1394835,149100,0,428063,481110,60753,170,427988,473018,60716,169,170683,167905,11187,94,970096,33.3,961891,43.5,349869,73.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,KY,KYA,Kentucky,4467673,Report,4054915,3240967,90761,72543,1456885,1672214,111546,322,1869737,41.9,30.9,1848502,53.4,3209751,92639,117032,609309,81.2,1097546,146230,540249,1378481,1368900,39.5,1746220,2074995,233700,0,633509,744718,108808,254,633429,735218,108752,253,240692,262661,26078,158,1487289,33.3,1477652,42.6,529589,70.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,LA,LAA,Louisiana,4648794,Report,3715320,2812519,79920,60500,1315808,1402237,93479,995,1534669,33,26.1,1522226,42.7,2792560,78417,104329,555923,75,1077888,145460,501378,1213635,1206370,33.9,1607560,1877460,230300,0,577638,635497,89658,500,577526,628346,89586,498,244707,253990,16149,101,1303293,28,1295956,36.4,514947,69.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,MA,MAA,Massachusetts,6892503,Report,7875910,6588555,114268,95590,2797174,3569594,221684,103,4039602,58.6,36.6,3962493,71.5,6489462,117145,142172,1076768,92.1,1943475,166204,673539,2522926,2500912,45.1,3263760,4210050,402100,0,1100931,1421974,222513,21,1099916,1400975,221852,21,422269,445145,54909,11,2745439,39.8,2722764,49.1,922334,78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,MD,MDA,Maryland,6045680,Report,6486220,5006410,107287,82810,2114604,2693317,195155,3334,3018167,49.9,33.1,2964632,62.9,4936929,104796,137683,817675,85.2,1486278,154918,676073,1999398,1984323,42.1,2613180,3512340,360700,0,875738,1122689,188951,971,875622,1107732,188854,969,354201,327152,40281,397,2188349,36.2,2173177,46.1,722031,75.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,ME,MEA,Maine,1344212,Report,1481440,1247314,110209,92791,549273,620250,77625,166,758875,56.5,36.9,748725,68.4,1235338,112778,135246,260320,91.3,480959,168601,519321,495854,494034,45.1,646480,742560,92400,0,228430,267369,77492,55,228403,265581,77462,50,109997,112793,18282,14,573346,42.7,571496,52.2,241086,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,MH,MHA,Marshall Islands,58413,Report,51300,27154,87823,46486,27119,0,35,0,14825,25.4,21,14785,32.5,27100,59479,112594,920,9.3,1690,17019,516616,12295,12281,27,40500,0,10800,0,12291,4,39,0,12277,4,39,0,770,0,3,0,12334,21.1,12320,27,773,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,MI,MIA,Michigan,9986857,Report,9937440,7449790,99505,74596,3204610,4003128,240780,1272,4365369,43.7,31.7,4297053,54.8,7356162,93794,126706,1414902,80.1,2618034,148297,562900,3167894,3141259,40.1,4168700,5177640,591100,0,1408077,1759283,245297,534,1407833,1732894,245175,532,644290,585340,47472,362,3413191,34.2,3386434,43.2,1277464,72.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,MN,MNA,Minnesota,5639632,Report,5277650,4576900,93581,81156,1928190,2447672,200799,239,2736078,48.5,33,2686509,62,4512861,104067,121704,809897,88,1494788,162410,573420,1861898,1847124,42.6,2191100,2798250,288300,0,828280,1033558,203040,60,828125,1018939,202911,60,313336,387204,38471,25,2064938,36.6,2050035,47.3,739036,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,MO,MOA,Missouri,6137428,Report,5403045,4152250,88034,67655,1638267,2388664,124962,357,2361539,38.5,27.2,2335059,49,4113660,86297,113346,811620,76.4,1525624,143651,508744,1670769,1661336,34.9,2240580,2871765,290700,0,690601,980112,125602,56,690457,970824,125490,55,319920,354418,25519,24,1796371,29.3,1786826,37.5,699881,65.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,MP,MPA,Northern Mariana Islands,56882,Report,72330,42045,127158,73916,5524,36473,48,0,22872,40.2,33.7,22293,50.2,41149,92745,163023,2481,25.7,4748,49100,747983,19172,18855,42.5,20200,49530,2600,0,2289,16883,52,0,2289,16566,52,0,347,1918,41,0,19224,33.8,18907,42.6,2306,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,MS,MSA,Mississippi,2976149,Report,2476805,1626229,83222,54642,782628,796827,45914,860,939823,31.6,23,933811,41,1617372,71013,108748,354398,72.8,639226,131341,508905,684694,681797,29.9,1101940,1218165,156700,0,342385,342283,44925,26,342307,339464,44888,26,161097,128934,12257,9,729619,24.5,726685,31.9,302297,62.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,MT,MTA,Montana,1068778,Report,1013305,783615,94810,73319,370385,389736,23284,210,443989,41.5,31.5,438173,52.2,774448,92175,120604,162002,78.5,300605,145616,490854,336661,333379,39.7,457120,491985,64200,0,164731,171864,22850,66,164669,168644,22835,66,70456,69127,5477,38,359511,33.6,356214,42.4,145098,70.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,NC,NCA,North Carolina,10488084,Report,10218770,7318598,97432,69780,3036963,4036932,244374,329,4198889,40,29,4135264,50.5,7224557,88240,124811,1356376,77.5,2577477,147192,583565,3040530,3010577,36.8,4258020,5372250,588500,0,1281530,1758965,240846,35,1280295,1730247,239997,35,564519,608694,26105,25,3281376,31.3,3250574,39.7,1199343,68.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,ND,NDA,North Dakota,762062,Report,653100,571481,85702,74991,251259,298002,22220,0,302407,39.7,30.9,298690,51.3,564917,97083,112238,97431,81.3,188204,157040,544954,235743,233502,40.1,299300,319800,34000,0,108190,127552,19624,1,108096,125405,19552,1,42311,40329,2842,0,255367,33.5,253054,43.5,85482,71.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,NE,NEA,Nebraska,1934408,Report,1824230,1484345,94304,76734,620412,807795,53552,2586,850815,44,32.5,837533,57.4,1466189,100539,125090,263483,84.3,506716,162171,583832,627929,622940,42.7,750380,973050,100800,0,269163,358013,53789,753,269102,353087,53759,751,116721,119025,3929,539,681718,35.2,676699,46.4,240214,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,NH,NHA,New Hampshire,1359711,Report,1391005,1159614,102302,85284,497191,609720,52676,27,831667,61.2,26.3,822464,74.5,1149037,104036,125945,291408,99.9,451561,177875,547933,357850,356819,32.3,588160,700245,102600,0,181239,176596,53650,15,181093,175711,53627,15,82802,88943,12304,10,411500,30.3,410446,37.2,184059,72.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,NJ,NJA,New Jersey,8882190,Report,9329435,7677602,105035,86438,3312641,4074982,289504,475,4721500,53.2,35.7,4647086,66.9,7577897,109135,134360,1277181,86.6,2245994,152216,632275,3170316,3144028,45.3,3859900,4932135,537400,0,1383266,1787024,291795,26,1383073,1760932,291677,23,507963,507885,66838,13,3462111,39,3435705,49.5,1082699,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,NM,NMA,New Mexico,2096829,Report,2099475,1877127,100126,89522,843325,983334,48121,2347,1094583,52.2,37.6,1072906,66.2,1849689,114109,129518,330554,87.5,593598,157200,555996,787998,780339,48.1,904160,1068015,127300,0,350687,436645,47274,666,350498,429175,47194,666,128324,138903,12914,403,835272,39.8,827533,51.1,280544,74.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,NV,NVA,Nevada,3080156,Report,2596330,2146595,84292,69691,898920,1171169,76506,0,1251787,40.6,27.5,1235961,51.8,2124853,88998,108746,383336,77.3,715253,144212,523483,847452,841761,35.3,1091200,1344330,160800,0,367462,479985,75543,5,367416,474340,75522,5,157298,156127,15275,4,922995,30,917283,38.4,328704,66.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,NY,NYA,New York State,19453561,Report,19888915,16552492,102238,85087,7046524,8877665,625200,3103,9589582,49.3,34.5,9455571,61.3,16367372,106108,128937,2634767,79.9,4820099,146234,603399,6713490,6662452,43.2,8394200,10400715,1094000,0,2960789,3752064,610796,637,2960272,3701558,610482,622,1107718,1051247,123832,357,7324286,37.7,7272934,47.1,2283154,69.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,OH,OHA,Ohio,11689100,Report,10911905,8690074,93351,74343,3723033,4652167,306706,8168,4820880,41.2,31.6,4750144,52.1,8581117,94183,119765,1627789,79.5,3107812,151873,533245,3694819,3658650,40.2,4549840,5765565,596500,0,1623271,2069130,296084,2418,1623102,2033139,295978,2409,683859,745090,61127,1406,3990903,34.1,3954628,43.4,1491482,72.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,OK,OKA,Oklahoma,3956971,Report,3794655,2750458,95898,69509,1284367,1393211,72844,36,1547206,39.1,29,1528514,50.9,2719471,90506,126289,509751,80.3,937046,147536,597459,1146636,1135005,37.8,1650440,1941615,202600,0,547615,598999,71976,22,547476,587507,71937,22,226790,190595,13076,6,1218612,30.8,1206942,40.2,430467,67.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,OR,ORA,Oregon,4217737,Report,4149115,3239343,98373,76803,1394037,1741346,102269,1691,1962341,46.5,30.6,1930609,57.6,3199307,95468,123811,618543,80.7,1136371,148336,541603,1290173,1281541,38.2,1781320,2113995,253800,0,577874,712003,101146,296,577325,703923,100833,293,255296,269029,33439,159,1391319,33,1382374,41.3,557923,72.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,PA,PAA,Pennsylvania,12801989,Report,13321225,10644951,104056,83151,4564476,5710652,369547,276,6601129,51.6,31.7,6520877,64.1,10546295,103727,131019,2255453,94.2,3921366,163843,556590,4058818,4039646,39.7,5689780,6678945,952500,0,1771690,2286913,374482,215,1771137,2268298,374308,211,800314,852908,52084,120,4433300,34.6,4413954,43.4,1705426,71.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,PR,PRA,Puerto Rico,3193694,Report,3356980,2042436,105113,63952,822366,1149191,70601,278,1280020,40.1,24.5,1262800,48.2,2023701,77212,128082,400122,73.7,710151,130800,618310,781707,779654,29.7,1464380,1704300,188300,0,307810,473879,70697,18,307760,471876,70612,18,150469,163272,11661,3,852404,26.7,850266,32.4,325405,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,RI,RIA,Rhode Island,1059361,Report,1253565,957795,118332,90413,403796,515224,38748,27,572337,54,35.6,563474,65.9,946922,110768,146639,171434,91.7,324291,173375,670191,377076,375268,43.9,499700,695565,58300,0,167413,209657,38561,6,167392,207870,38547,6,72605,79283,4960,2,415637,39.2,413815,48.4,156850,83.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,RP,RPA,Republic of Palau,17907,Report,24600,20458,137376,114246,19275,1,1182,0,12808,71.5,43.7,12808,91.7,20458,146474,176129,1601,52.6,2911,95631,808147,7829,7829,56.1,20800,0,3800,0,7811,18,1182,0,7811,18,1182,0,1343,8,143,0,9011,50.3,9011,64.5,1494,49.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,SC,SCA,South Carolina,5148714,Report,4689915,3357973,91089,65220,1359502,1894681,102733,1057,1921015,37.3,27,1899312,47,3326137,82380,116158,754281,80.5,1381874,147475,500512,1388595,1378542,34.1,1947960,2462655,279300,0,556238,832149,100131,208,555780,822554,99910,208,269259,354241,19009,142,1488726,28.9,1478452,36.6,642651,68.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,SD,SDA,South Dakota,884659,Report,905395,720317,102344,81423,329105,371773,19426,13,400536,45.3,36.4,395338,59.2,712190,106686,135628,135008,88.9,253473,166900,596161,322390,319424,47.8,412700,436995,55700,0,151201,171179,19576,10,151166,168248,19569,10,64391,57224,2750,5,341966,38.7,338993,50.8,124370,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,TN,TNA,Tennessee,6829174,Report,5596570,4204260,81951,61563,1830434,2254078,113487,6261,2399811,35.1,24.8,2375955,44.7,4169274,78383,105216,844508,73.9,1583274,138472,489470,1691535,1680983,31.6,2386580,2862990,347000,0,760202,929488,110621,1845,760032,919108,110494,1843,366945,325645,20240,1165,1802156,26.4,1791477,33.7,713995,62.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,TX,TXA,Texas,28995881,Report,27082705,19690275,93402,67907,8629077,10379050,681375,773,11359643,39.2,26.6,11191267,51.8,19404684,89853,125406,2886486,77.3,5413299,144964,725256,7700178,7586044,35.1,11167160,14186445,1729100,0,3509875,4187826,667167,619,3457850,4125753,657278,610,1021374,1218657,194146,180,8365487,28.9,8241491,38.2,2434357,65.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1946,2021-05-06,UT,UTA,Utah,3205958,Report,2705330,2243163,84384,69969,975529,1179712,87922,0,1305141,40.7,23.2,1272018,55.9,2197451,96601,118927,308411,84.3,576655,157611,739420,742644,730831,32.1,1185100,1367730,152500,0,331023,411620,84744,1,330891,399939,84645,1,91078,105591,10637,0,827388,25.8,815476,35.8,207306,56.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
